DATE,NASDAQ:AAPL,#REF!,NASDAQ:GOOG,#REF!,NASDAQ:MSFT,#REF!,NASDAQ:TSLA,#REF!,NYSE:GM,#REF!,NYSE:F,#REF!,TSE:TD,,TSE:BNS,,TSE:RY,
10/4/2017 16:00:00,38.37,12/27/2017 16:00:00,52.47,10/4/2017 16:00:00,74.69,10/4/2017 16:00:00,23.67,10/4/2017 16:00:00,43.78,10/4/2017 16:00:00,12.3,10/16/2017 16:00:00,71.02,10/12/2017 16:00:00,80.21,10/20/2017 16:00:00,101.23,
10/5/2017 16:00:00,38.85,12/28/2017 16:00:00,52.41,10/5/2017 16:00:00,75.97,10/5/2017 16:00:00,23.69,10/5/2017 16:00:00,43.85,10/5/2017 16:00:00,12.25,10/17/2017 16:00:00,71.21,10/13/2017 16:00:00,80.71,10/23/2017 16:00:00,101.42,
10/6/2017 16:00:00,38.83,12/29/2017 16:00:00,52.32,10/6/2017 16:00:00,76,10/6/2017 16:00:00,23.79,10/6/2017 16:00:00,44.93,10/6/2017 16:00:00,12.31,10/18/2017 16:00:00,71.45,10/16/2017 16:00:00,80.73,10/24/2017 16:00:00,102.1,
10/9/2017 16:00:00,38.96,1/2/2018 16:00:00,53.25,10/9/2017 16:00:00,76.29,10/9/2017 16:00:00,22.86,10/9/2017 16:00:00,45.33,10/9/2017 16:00:00,12.34,10/19/2017 16:00:00,71.96,10/17/2017 16:00:00,80.72,10/25/2017 16:00:00,100.26,
10/10/2017 16:00:00,38.98,1/3/2018 16:00:00,54.12,10/10/2017 16:00:00,76.29,10/10/2017 16:00:00,23.71,10/10/2017 16:00:00,45.21,10/10/2017 16:00:00,12.39,10/20/2017 16:00:00,71.67,10/18/2017 16:00:00,80.65,10/26/2017 16:00:00,101.02,
10/11/2017 16:00:00,39.14,1/4/2018 16:00:00,54.32,10/11/2017 16:00:00,76.42,10/11/2017 16:00:00,23.64,10/11/2017 16:00:00,45.47,10/11/2017 16:00:00,12.38,10/23/2017 16:00:00,71.49,10/19/2017 16:00:00,80.92,10/27/2017 16:00:00,101.17,
10/12/2017 16:00:00,39,1/5/2018 16:00:00,55.11,10/12/2017 16:00:00,77.12,10/12/2017 16:00:00,23.71,10/12/2017 16:00:00,44.89,10/12/2017 16:00:00,12.12,10/24/2017 16:00:00,71.9,10/20/2017 16:00:00,80.95,10/30/2017 16:00:00,100.94,
10/13/2017 16:00:00,39.25,1/8/2018 16:00:00,55.35,10/13/2017 16:00:00,77.49,10/13/2017 16:00:00,23.7,10/13/2017 16:00:00,45.88,10/13/2017 16:00:00,12.05,10/25/2017 16:00:00,72.14,10/23/2017 16:00:00,81.26,10/31/2017 16:00:00,100.87,
10/16/2017 16:00:00,39.97,1/9/2018 16:00:00,55.31,10/16/2017 16:00:00,77.65,10/16/2017 16:00:00,23.37,10/16/2017 16:00:00,45.76,10/16/2017 16:00:00,12.12,10/26/2017 16:00:00,72.43,10/24/2017 16:00:00,82.01,11/1/2017 16:00:00,100.76,
10/17/2017 16:00:00,40.12,1/10/2018 16:00:00,55.13,10/17/2017 16:00:00,77.59,10/17/2017 16:00:00,23.72,10/17/2017 16:00:00,45.02,10/17/2017 16:00:00,12.27,10/27/2017 16:00:00,72.77,10/25/2017 16:00:00,82.25,11/2/2017 16:00:00,101.32,
10/18/2017 16:00:00,39.94,1/11/2018 16:00:00,55.28,10/18/2017 16:00:00,77.61,10/18/2017 16:00:00,23.98,10/18/2017 16:00:00,45.12,10/18/2017 16:00:00,12.19,10/30/2017 16:00:00,72.84,10/26/2017 16:00:00,82.6,11/3/2017 16:00:00,101.42,
10/19/2017 16:00:00,38.99,1/12/2018 16:00:00,56.11,10/19/2017 16:00:00,77.91,10/19/2017 16:00:00,23.45,10/19/2017 16:00:00,45.35,10/19/2017 16:00:00,12.23,10/31/2017 16:00:00,73.34,10/27/2017 16:00:00,82.86,11/6/2017 16:00:00,101.39,
10/20/2017 16:00:00,39.06,1/16/2018 16:00:00,56.09,10/20/2017 16:00:00,78.81,10/20/2017 16:00:00,23.01,10/20/2017 16:00:00,45.61,10/20/2017 16:00:00,12.1,11/1/2017 16:00:00,73.16,10/30/2017 16:00:00,82.87,11/7/2017 16:00:00,101.35,
10/23/2017 16:00:00,39.04,1/17/2018 16:00:00,56.6,10/23/2017 16:00:00,78.83,10/23/2017 16:00:00,22.47,10/23/2017 16:00:00,45.15,10/23/2017 16:00:00,12.04,11/2/2017 16:00:00,73.42,10/31/2017 16:00:00,83.28,11/8/2017 16:00:00,101.06,
10/24/2017 16:00:00,39.28,1/18/2018 16:00:00,56.49,10/24/2017 16:00:00,78.86,10/24/2017 16:00:00,22.49,10/24/2017 16:00:00,46.48,10/24/2017 16:00:00,12.19,11/3/2017 16:00:00,73.28,11/1/2017 16:00:00,83.09,11/9/2017 16:00:00,100.69,
10/25/2017 16:00:00,39.1,1/19/2018 16:00:00,56.88,10/25/2017 16:00:00,78.63,10/25/2017 16:00:00,21.72,10/25/2017 16:00:00,45.12,10/25/2017 16:00:00,12.04,11/6/2017 16:00:00,73.24,11/2/2017 16:00:00,83.65,11/10/2017 16:00:00,99.84,
10/26/2017 16:00:00,39.35,1/22/2018 16:00:00,57.79,10/26/2017 16:00:00,78.76,10/26/2017 16:00:00,21.74,10/26/2017 16:00:00,45.25,10/26/2017 16:00:00,12.27,11/7/2017 16:00:00,73.47,11/3/2017 16:00:00,83.65,11/13/2017 16:00:00,100.04,
10/27/2017 16:00:00,40.76,1/23/2018 16:00:00,58.5,10/27/2017 16:00:00,83.81,10/27/2017 16:00:00,21.39,10/27/2017 16:00:00,44.64,10/27/2017 16:00:00,12.06,11/8/2017 16:00:00,73.29,11/6/2017 16:00:00,83.67,11/14/2017 16:00:00,99.94,
10/30/2017 16:00:00,41.68,1/24/2018 16:00:00,58.21,10/30/2017 16:00:00,83.89,10/30/2017 16:00:00,21.34,10/30/2017 16:00:00,43.37,10/30/2017 16:00:00,12.1,11/9/2017 16:00:00,72.98,11/7/2017 16:00:00,83.74,11/15/2017 16:00:00,99.92,
10/31/2017 16:00:00,42.26,1/25/2018 16:00:00,58.52,10/31/2017 16:00:00,83.18,10/31/2017 16:00:00,22.1,10/31/2017 16:00:00,42.98,10/31/2017 16:00:00,12.27,11/10/2017 16:00:00,72.7,11/8/2017 16:00:00,83.76,11/16/2017 16:00:00,100.54,
11/1/2017 16:00:00,41.72,1/26/2018 16:00:00,58.79,11/1/2017 16:00:00,83.18,11/1/2017 16:00:00,21.41,11/1/2017 16:00:00,43.13,11/1/2017 16:00:00,12.35,11/13/2017 16:00:00,72.81,11/9/2017 16:00:00,83.59,11/17/2017 16:00:00,100.89,
11/2/2017 16:00:00,42.03,1/29/2018 16:00:00,58.78,11/2/2017 16:00:00,84.05,11/2/2017 16:00:00,19.95,11/2/2017 16:00:00,42.6,11/2/2017 16:00:00,12.42,11/14/2017 16:00:00,72.89,11/10/2017 16:00:00,83.18,11/20/2017 16:00:00,101.01,
11/3/2017 16:00:00,43.13,1/30/2018 16:00:00,58.18,11/3/2017 16:00:00,84.14,11/3/2017 16:00:00,20.41,11/3/2017 16:00:00,42.34,11/3/2017 16:00:00,12.36,11/15/2017 16:00:00,72.89,11/13/2017 16:00:00,83.2,11/21/2017 16:00:00,100.92,
11/6/2017 16:00:00,43.56,1/31/2018 16:00:00,58.5,11/6/2017 16:00:00,84.47,11/6/2017 16:00:00,20.19,11/6/2017 16:00:00,42.14,11/6/2017 16:00:00,12.33,11/16/2017 16:00:00,73.22,11/14/2017 16:00:00,83.14,11/22/2017 16:00:00,101.33,
11/7/2017 16:00:00,43.7,2/1/2018 16:00:00,58.39,11/7/2017 16:00:00,84.27,11/7/2017 16:00:00,20.4,11/7/2017 16:00:00,41.7,11/7/2017 16:00:00,12.16,11/17/2017 16:00:00,73.55,11/15/2017 16:00:00,83.23,11/23/2017 16:00:00,101.02,
11/8/2017 16:00:00,44.06,2/2/2018 16:00:00,55.6,11/8/2017 16:00:00,84.56,11/8/2017 16:00:00,20.29,11/8/2017 16:00:00,42.11,11/8/2017 16:00:00,12.06,11/20/2017 16:00:00,73.82,11/16/2017 16:00:00,83.99,11/24/2017 16:00:00,101.06,
11/9/2017 16:00:00,43.97,2/5/2018 16:00:00,52.79,11/9/2017 16:00:00,84.09,11/9/2017 16:00:00,20.2,11/9/2017 16:00:00,42.11,11/9/2017 16:00:00,12.04,11/21/2017 16:00:00,74.26,11/17/2017 16:00:00,84.59,11/27/2017 16:00:00,101,
11/10/2017 16:00:00,43.67,2/6/2018 16:00:00,54.03,11/10/2017 16:00:00,83.87,11/10/2017 16:00:00,20.2,11/10/2017 16:00:00,42.66,11/10/2017 16:00:00,12.01,11/22/2017 16:00:00,74.51,11/20/2017 16:00:00,84.87,11/28/2017 16:00:00,100.45,
11/13/2017 16:00:00,43.49,2/7/2018 16:00:00,52.43,11/13/2017 16:00:00,83.93,11/13/2017 16:00:00,21.03,11/13/2017 16:00:00,43.57,11/13/2017 16:00:00,12.16,11/23/2017 16:00:00,74.11,11/21/2017 16:00:00,84.12,11/29/2017 16:00:00,101.38,
11/14/2017 16:00:00,42.84,2/8/2018 16:00:00,50.08,11/14/2017 16:00:00,84.05,11/14/2017 16:00:00,20.58,11/14/2017 16:00:00,43,11/14/2017 16:00:00,12.02,11/24/2017 16:00:00,73.99,11/22/2017 16:00:00,84,11/30/2017 16:00:00,100.85,
11/15/2017 16:00:00,42.27,2/9/2018 16:00:00,51.89,11/15/2017 16:00:00,82.98,11/15/2017 16:00:00,20.75,11/15/2017 16:00:00,42.86,11/15/2017 16:00:00,12,11/27/2017 16:00:00,74.11,11/23/2017 16:00:00,83.81,12/1/2017 16:00:00,101.16,
11/16/2017 16:00:00,42.78,2/12/2018 16:00:00,52.6,11/16/2017 16:00:00,83.2,11/16/2017 16:00:00,20.83,11/16/2017 16:00:00,43.6,11/16/2017 16:00:00,12.04,11/28/2017 16:00:00,74.35,11/24/2017 16:00:00,83.73,12/4/2017 16:00:00,101.31,
11/17/2017 16:00:00,42.54,2/13/2018 16:00:00,52.61,11/17/2017 16:00:00,82.4,11/17/2017 16:00:00,21,11/17/2017 16:00:00,43.88,11/17/2017 16:00:00,12.01,11/29/2017 16:00:00,75.05,11/27/2017 16:00:00,83.48,12/5/2017 16:00:00,100.94,
11/20/2017 16:00:00,42.5,2/14/2018 16:00:00,53.49,11/20/2017 16:00:00,82.53,11/20/2017 16:00:00,20.58,11/20/2017 16:00:00,44.88,11/20/2017 16:00:00,12.13,11/30/2017 16:00:00,73.24,11/28/2017 16:00:00,81.73,12/6/2017 16:00:00,101.3,
11/21/2017 16:00:00,43.29,2/15/2018 16:00:00,54.48,11/21/2017 16:00:00,83.72,11/21/2017 16:00:00,21.19,11/21/2017 16:00:00,44.97,11/21/2017 16:00:00,12.12,12/1/2017 16:00:00,73.32,11/29/2017 16:00:00,81.7,12/7/2017 16:00:00,101.99,
11/22/2017 16:00:00,43.74,2/16/2018 16:00:00,54.74,11/22/2017 16:00:00,83.11,11/22/2017 16:00:00,20.84,11/22/2017 16:00:00,44.29,11/22/2017 16:00:00,12.07,12/4/2017 16:00:00,73.4,11/30/2017 16:00:00,81.51,12/8/2017 16:00:00,102.47,
11/24/2017 13:00:00,43.74,2/20/2018 16:00:00,55.12,11/24/2017 13:00:00,83.26,11/24/2017 13:00:00,21.04,11/24/2017 13:00:00,44.46,11/24/2017 13:00:00,12.1,12/5/2017 16:00:00,72.43,12/1/2017 16:00:00,81.84,12/11/2017 16:00:00,101.83,
11/27/2017 16:00:00,43.52,2/21/2018 16:00:00,55.57,11/27/2017 16:00:00,83.87,11/27/2017 16:00:00,21.12,11/27/2017 16:00:00,44.17,11/27/2017 16:00:00,12.11,12/6/2017 16:00:00,72.41,12/4/2017 16:00:00,81.62,12/12/2017 16:00:00,102.05,
11/28/2017 16:00:00,43.27,2/22/2018 16:00:00,55.33,11/28/2017 16:00:00,84.88,11/28/2017 16:00:00,21.17,11/28/2017 16:00:00,44.92,11/28/2017 16:00:00,12.21,12/7/2017 16:00:00,72.61,12/5/2017 16:00:00,81.14,12/13/2017 16:00:00,102.11,
11/29/2017 16:00:00,42.37,2/23/2018 16:00:00,56.34,11/29/2017 16:00:00,83.34,11/29/2017 16:00:00,20.5,11/29/2017 16:00:00,43.81,11/29/2017 16:00:00,12.56,12/8/2017 16:00:00,72.85,12/6/2017 16:00:00,81.81,12/14/2017 16:00:00,101.46,
11/30/2017 16:00:00,42.96,2/26/2018 16:00:00,57.19,11/30/2017 16:00:00,84.17,11/30/2017 16:00:00,20.59,11/30/2017 16:00:00,43.09,11/30/2017 16:00:00,12.52,12/11/2017 16:00:00,72.64,12/7/2017 16:00:00,82.78,12/15/2017 16:00:00,101.92,
12/1/2017 16:00:00,42.76,2/27/2018 16:00:00,55.91,12/1/2017 16:00:00,84.26,12/1/2017 16:00:00,20.44,12/1/2017 16:00:00,42.79,12/1/2017 16:00:00,12.58,12/12/2017 16:00:00,72.74,12/8/2017 16:00:00,83.6,12/18/2017 16:00:00,102.32,
12/4/2017 16:00:00,42.45,2/28/2018 16:00:00,55.24,12/4/2017 16:00:00,81.08,12/4/2017 16:00:00,20.35,12/4/2017 16:00:00,43.05,12/4/2017 16:00:00,12.63,12/13/2017 16:00:00,72.37,12/11/2017 16:00:00,83.24,12/19/2017 16:00:00,102.66,
12/5/2017 16:00:00,42.41,3/1/2018 16:00:00,53.48,12/5/2017 16:00:00,81.59,12/5/2017 16:00:00,20.25,12/5/2017 16:00:00,42.8,12/5/2017 16:00:00,12.43,12/14/2017 16:00:00,71.7,12/12/2017 16:00:00,82.83,12/20/2017 16:00:00,102.39,
12/6/2017 16:00:00,42.25,3/2/2018 16:00:00,53.95,12/6/2017 16:00:00,82.78,12/6/2017 16:00:00,20.88,12/6/2017 16:00:00,42.15,12/6/2017 16:00:00,12.38,12/15/2017 16:00:00,71.83,12/13/2017 16:00:00,82.99,12/21/2017 16:00:00,102.85,
12/7/2017 16:00:00,42.33,3/5/2018 16:00:00,54.55,12/7/2017 16:00:00,82.49,12/7/2017 16:00:00,20.75,12/7/2017 16:00:00,42.02,12/7/2017 16:00:00,12.53,12/18/2017 16:00:00,72.49,12/14/2017 16:00:00,82.44,12/22/2017 16:00:00,102.45,
12/8/2017 16:00:00,42.34,3/6/2018 16:00:00,54.75,12/8/2017 16:00:00,84.16,12/8/2017 16:00:00,21.01,12/8/2017 16:00:00,42.02,12/8/2017 16:00:00,12.61,12/19/2017 16:00:00,72.52,12/15/2017 16:00:00,82.16,12/27/2017 16:00:00,102.22,
12/11/2017 16:00:00,43.17,3/7/2018 16:00:00,55.48,12/11/2017 16:00:00,85.23,12/11/2017 16:00:00,21.93,12/11/2017 16:00:00,41.67,12/11/2017 16:00:00,12.58,12/20/2017 16:00:00,72.48,12/18/2017 16:00:00,82.56,12/28/2017 16:00:00,102.6,
12/12/2017 16:00:00,42.93,3/8/2018 16:00:00,56.3,12/12/2017 16:00:00,85.58,12/12/2017 16:00:00,22.74,12/12/2017 16:00:00,41.53,12/12/2017 16:00:00,12.6,12/21/2017 16:00:00,72.85,12/19/2017 16:00:00,82.37,12/29/2017 16:00:00,102.65,
12/13/2017 16:00:00,43.07,3/9/2018 16:00:00,58,12/13/2017 16:00:00,85.35,12/13/2017 16:00:00,22.6,12/13/2017 16:00:00,41.4,12/13/2017 16:00:00,12.63,12/22/2017 16:00:00,72.99,12/20/2017 16:00:00,82.17,1/2/2018 16:00:00,102.95,
12/14/2017 16:00:00,43.06,3/12/2018 16:00:00,58.23,12/14/2017 16:00:00,84.69,12/14/2017 16:00:00,22.53,12/14/2017 16:00:00,40.81,12/14/2017 16:00:00,12.46,12/27/2017 16:00:00,73.35,12/21/2017 16:00:00,82.41,1/3/2018 16:00:00,103.89,
12/15/2017 16:00:00,43.49,3/13/2018 16:00:00,56.91,12/15/2017 16:00:00,86.85,12/15/2017 16:00:00,22.9,12/15/2017 16:00:00,40.95,12/15/2017 16:00:00,12.58,12/28/2017 16:00:00,73.4,12/22/2017 16:00:00,82.29,1/4/2018 16:00:00,104.89,
12/18/2017 16:00:00,44.11,3/14/2018 16:00:00,57.47,12/18/2017 16:00:00,86.38,12/18/2017 16:00:00,22.59,12/18/2017 16:00:00,42.15,12/18/2017 16:00:00,12.66,12/29/2017 16:00:00,73.65,12/27/2017 16:00:00,81.71,1/5/2018 16:00:00,104.74,
12/19/2017 16:00:00,43.64,3/15/2018 16:00:00,57.48,12/19/2017 16:00:00,85.83,12/19/2017 16:00:00,22.07,12/19/2017 16:00:00,42.49,12/19/2017 16:00:00,12.69,1/2/2018 16:00:00,73.71,12/28/2017 16:00:00,81.8,1/8/2018 16:00:00,104.31,
12/20/2017 16:00:00,43.59,3/16/2018 16:00:00,56.79,12/20/2017 16:00:00,85.52,12/20/2017 16:00:00,21.93,12/20/2017 16:00:00,42.52,12/20/2017 16:00:00,12.72,1/3/2018 16:00:00,74.17,12/29/2017 16:00:00,81.12,1/9/2018 16:00:00,104.84,
12/21/2017 16:00:00,43.75,3/19/2018 16:00:00,54.99,12/21/2017 16:00:00,85.5,12/21/2017 16:00:00,22.11,12/21/2017 16:00:00,42.16,12/21/2017 16:00:00,12.63,1/4/2018 16:00:00,74.79,1/2/2018 16:00:00,81.48,1/10/2018 16:00:00,105.01,
12/22/2017 16:00:00,43.75,3/20/2018 16:00:00,54.89,12/22/2017 16:00:00,85.51,12/22/2017 16:00:00,21.68,12/22/2017 16:00:00,42.02,12/22/2017 16:00:00,12.58,1/5/2018 16:00:00,74.9,1/3/2018 16:00:00,81.64,1/11/2018 16:00:00,105.08,
12/26/2017 16:00:00,42.64,3/21/2018 16:00:00,54.54,12/26/2017 16:00:00,85.4,12/26/2017 16:00:00,21.15,12/26/2017 16:00:00,41.8,12/26/2017 16:00:00,12.6,1/8/2018 16:00:00,74.73,1/4/2018 16:00:00,81.9,1/12/2018 16:00:00,105.16,
12/27/2017 16:00:00,42.65,3/22/2018 16:00:00,52.45,12/27/2017 16:00:00,85.71,12/27/2017 16:00:00,20.78,12/27/2017 16:00:00,41.31,12/27/2017 16:00:00,12.5,1/9/2018 16:00:00,73.93,1/5/2018 16:00:00,82.5,1/15/2018 16:00:00,105.26,
12/28/2017 16:00:00,42.77,3/23/2018 16:00:00,51.08,12/28/2017 16:00:00,85.72,12/28/2017 16:00:00,21.02,12/28/2017 16:00:00,41.38,12/28/2017 16:00:00,12.58,1/10/2018 16:00:00,73.97,1/8/2018 16:00:00,82.46,1/16/2018 16:00:00,105.77,
12/29/2017 16:00:00,42.31,3/26/2018 16:00:00,52.66,12/29/2017 16:00:00,85.54,12/29/2017 16:00:00,20.76,12/29/2017 16:00:00,40.99,12/29/2017 16:00:00,12.49,1/11/2018 16:00:00,73.66,1/9/2018 16:00:00,82.87,1/17/2018 16:00:00,106.28,
1/2/2018 16:00:00,43.07,3/27/2018 16:00:00,50.26,1/2/2018 16:00:00,85.95,1/2/2018 16:00:00,21.37,1/2/2018 16:00:00,41.8,1/2/2018 16:00:00,12.66,1/12/2018 16:00:00,73.37,1/10/2018 16:00:00,82.6,1/18/2018 16:00:00,106.91,
1/3/2018 16:00:00,43.06,3/28/2018 16:00:00,50.23,1/3/2018 16:00:00,86.35,1/3/2018 16:00:00,21.15,1/3/2018 16:00:00,42.82,1/3/2018 16:00:00,12.76,1/15/2018 16:00:00,73.6,1/11/2018 16:00:00,82.44,1/19/2018 16:00:00,107.72,
1/4/2018 16:00:00,43.26,3/29/2018 16:00:00,51.59,1/4/2018 16:00:00,87.11,1/4/2018 16:00:00,20.97,1/4/2018 16:00:00,44.14,1/4/2018 16:00:00,12.98,1/16/2018 16:00:00,73.32,1/12/2018 16:00:00,82.11,1/22/2018 16:00:00,108.05,
1/5/2018 16:00:00,43.75,4/2/2018 16:00:00,50.32,1/5/2018 16:00:00,88.19,1/5/2018 16:00:00,21.11,1/5/2018 16:00:00,44.01,1/5/2018 16:00:00,13.2,1/17/2018 16:00:00,73.48,1/15/2018 16:00:00,81.71,1/23/2018 16:00:00,107.36,
1/8/2018 16:00:00,43.59,4/3/2018 16:00:00,50.67,1/8/2018 16:00:00,88.28,1/8/2018 16:00:00,22.43,1/8/2018 16:00:00,44.22,1/8/2018 16:00:00,13.15,1/18/2018 16:00:00,73.76,1/16/2018 16:00:00,81.47,1/24/2018 16:00:00,106.01,
1/9/2018 16:00:00,43.58,4/4/2018 16:00:00,51.26,1/9/2018 16:00:00,88.22,1/9/2018 16:00:00,22.25,1/9/2018 16:00:00,44.05,1/9/2018 16:00:00,13.08,1/19/2018 16:00:00,74.08,1/17/2018 16:00:00,81.6,1/25/2018 16:00:00,105.52,
1/10/2018 16:00:00,43.57,4/5/2018 16:00:00,51.39,1/10/2018 16:00:00,87.82,1/10/2018 16:00:00,22.32,1/10/2018 16:00:00,43,1/10/2018 16:00:00,13.03,1/22/2018 16:00:00,74.41,1/18/2018 16:00:00,81.65,1/26/2018 16:00:00,105.72,
1/11/2018 16:00:00,43.82,4/6/2018 16:00:00,50.35,1/11/2018 16:00:00,88.08,1/11/2018 16:00:00,22.53,1/11/2018 16:00:00,44.19,1/11/2018 16:00:00,13.16,1/23/2018 16:00:00,74.46,1/19/2018 16:00:00,81.99,1/29/2018 16:00:00,105.14,
1/12/2018 16:00:00,44.27,4/9/2018 16:00:00,50.77,1/12/2018 16:00:00,89.6,1/12/2018 16:00:00,22.41,1/12/2018 16:00:00,44.07,1/12/2018 16:00:00,13.23,1/24/2018 16:00:00,74.04,1/22/2018 16:00:00,82.35,1/30/2018 16:00:00,105.45,
1/16/2018 16:00:00,44.05,4/10/2018 16:00:00,51.58,1/16/2018 16:00:00,88.35,1/16/2018 16:00:00,22.67,1/16/2018 16:00:00,44.19,1/16/2018 16:00:00,13.1,1/25/2018 16:00:00,74.43,1/23/2018 16:00:00,82.06,1/31/2018 16:00:00,105.32,
1/17/2018 16:00:00,44.78,4/11/2018 16:00:00,51,1/17/2018 16:00:00,90.14,1/17/2018 16:00:00,23.14,1/17/2018 16:00:00,44.03,1/17/2018 16:00:00,12.18,1/26/2018 16:00:00,74.05,1/24/2018 16:00:00,81.82,2/1/2018 16:00:00,104.67,
1/18/2018 16:00:00,44.82,4/12/2018 16:00:00,51.63,1/18/2018 16:00:00,90.1,1/18/2018 16:00:00,22.97,1/18/2018 16:00:00,43.86,1/18/2018 16:00:00,12.07,1/29/2018 16:00:00,74.25,1/25/2018 16:00:00,81.84,2/2/2018 16:00:00,103.55,
1/19/2018 16:00:00,44.62,4/13/2018 16:00:00,51.46,1/19/2018 16:00:00,90,1/19/2018 16:00:00,23.33,1/19/2018 16:00:00,43.15,1/19/2018 16:00:00,12,1/30/2018 16:00:00,74.61,1/26/2018 16:00:00,81.71,2/5/2018 16:00:00,101.14,
1/22/2018 16:00:00,44.25,4/16/2018 16:00:00,51.9,1/22/2018 16:00:00,91.61,1/22/2018 16:00:00,23.44,1/22/2018 16:00:00,43.29,1/22/2018 16:00:00,12.02,1/31/2018 16:00:00,74.82,1/29/2018 16:00:00,81.5,2/6/2018 16:00:00,101.35,
1/23/2018 16:00:00,44.26,4/17/2018 16:00:00,53.71,1/23/2018 16:00:00,91.9,1/23/2018 16:00:00,23.52,1/23/2018 16:00:00,43.38,1/23/2018 16:00:00,11.96,2/1/2018 16:00:00,74.57,1/30/2018 16:00:00,81.84,2/7/2018 16:00:00,101.07,
1/24/2018 16:00:00,43.56,4/18/2018 16:00:00,53.6,1/24/2018 16:00:00,91.82,1/24/2018 16:00:00,23.06,1/24/2018 16:00:00,44.16,1/24/2018 16:00:00,12.05,2/2/2018 16:00:00,73.94,1/31/2018 16:00:00,81.72,2/8/2018 16:00:00,99.24,
1/25/2018 16:00:00,42.78,4/19/2018 16:00:00,54.39,1/25/2018 16:00:00,92.33,1/25/2018 16:00:00,22.51,1/25/2018 16:00:00,43.16,1/25/2018 16:00:00,11.57,2/5/2018 16:00:00,71.79,2/1/2018 16:00:00,80.75,2/9/2018 16:00:00,99.08,
1/26/2018 16:00:00,42.88,4/20/2018 16:00:00,53.65,1/26/2018 16:00:00,94.06,1/26/2018 16:00:00,22.86,1/26/2018 16:00:00,43.49,1/26/2018 16:00:00,11.65,2/6/2018 16:00:00,71.68,2/2/2018 16:00:00,80.01,2/12/2018 16:00:00,99.72,
1/29/2018 16:00:00,41.99,4/23/2018 16:00:00,53.37,1/29/2018 16:00:00,93.92,1/29/2018 16:00:00,23.3,1/29/2018 16:00:00,43.02,1/29/2018 16:00:00,11.12,2/7/2018 16:00:00,71.71,2/5/2018 16:00:00,78.08,2/13/2018 16:00:00,99.81,
1/30/2018 16:00:00,41.74,4/24/2018 16:00:00,51,1/30/2018 16:00:00,92.74,1/30/2018 16:00:00,23.05,1/30/2018 16:00:00,42.7,1/30/2018 16:00:00,11.06,2/8/2018 16:00:00,71.07,2/6/2018 16:00:00,78.14,2/14/2018 16:00:00,100.51,
1/31/2018 16:00:00,41.86,4/25/2018 16:00:00,51.06,1/31/2018 16:00:00,95.01,1/31/2018 16:00:00,23.62,1/31/2018 16:00:00,42.41,1/31/2018 16:00:00,10.97,2/9/2018 16:00:00,70.81,2/7/2018 16:00:00,77.61,2/15/2018 16:00:00,100.6,
2/1/2018 16:00:00,41.95,4/26/2018 16:00:00,52,2/1/2018 16:00:00,94.26,2/1/2018 16:00:00,23.28,2/1/2018 16:00:00,42.43,2/1/2018 16:00:00,10.92,2/12/2018 16:00:00,71.34,2/8/2018 16:00:00,76.22,2/16/2018 16:00:00,100.48,
2/2/2018 16:00:00,40.13,4/27/2018 16:00:00,51.5,2/2/2018 16:00:00,91.78,2/2/2018 16:00:00,22.92,2/2/2018 16:00:00,41,2/2/2018 16:00:00,10.71,2/13/2018 16:00:00,71.39,2/9/2018 16:00:00,76.61,2/20/2018 16:00:00,100.49,
2/5/2018 16:00:00,39.12,4/30/2018 16:00:00,50.87,2/5/2018 16:00:00,88,2/5/2018 16:00:00,22.21,2/5/2018 16:00:00,39.54,2/5/2018 16:00:00,10.24,2/14/2018 16:00:00,72.32,2/12/2018 16:00:00,77.02,2/21/2018 16:00:00,102.5,
2/6/2018 16:00:00,40.76,5/1/2018 16:00:00,51.87,2/6/2018 16:00:00,91.33,2/6/2018 16:00:00,22.26,2/6/2018 16:00:00,41.86,2/6/2018 16:00:00,10.76,2/15/2018 16:00:00,72.81,2/13/2018 16:00:00,76.87,2/22/2018 16:00:00,102.16,
2/7/2018 16:00:00,39.89,5/2/2018 16:00:00,51.22,2/7/2018 16:00:00,89.61,2/7/2018 16:00:00,23,2/7/2018 16:00:00,42.39,2/7/2018 16:00:00,10.76,2/16/2018 16:00:00,72.55,2/14/2018 16:00:00,77.73,2/23/2018 16:00:00,102.56,
2/8/2018 16:00:00,38.79,5/3/2018 16:00:00,51.19,2/8/2018 16:00:00,85.01,2/8/2018 16:00:00,21.02,2/8/2018 16:00:00,40.75,2/8/2018 16:00:00,10.43,2/20/2018 16:00:00,72.49,2/15/2018 16:00:00,77.46,2/26/2018 16:00:00,102.39,
2/9/2018 16:00:00,39.1,5/4/2018 16:00:00,52.41,2/9/2018 16:00:00,88.18,2/9/2018 16:00:00,20.69,2/9/2018 16:00:00,41.46,2/9/2018 16:00:00,10.53,2/21/2018 16:00:00,73.29,2/16/2018 16:00:00,77.21,2/27/2018 16:00:00,102.88,
2/12/2018 16:00:00,40.68,5/7/2018 16:00:00,52.74,2/12/2018 16:00:00,89.13,2/12/2018 16:00:00,21.05,2/12/2018 16:00:00,42,2/12/2018 16:00:00,10.7,2/22/2018 16:00:00,73.21,2/20/2018 16:00:00,77.1,2/28/2018 16:00:00,101.09,
